User_Id,Sex,Sports_IF,MovieGenres_IF,MusicGenres_IF,Hobbies_IF,TravelPreferences_IF,FoodPreferences_IF,Books_IF,VideoGames_IF,OutdoorActivities_IF,LifestylePreferences_IF,Age
436,female,Badminton,"Action, Comedy, Drama, Documentary, Sci-Fi",,Cooking,"Adventure Sports, Beaches",,"Fiction, Romance, Fantasy, Self-help, Non-Fiction",Indie,"Stargazing, Boating, Fishing, Surfing, Camping, Rock Climbing, Hiking","Entrepreneurship, Socializing, Minimalism",34
437,female,"Swimming, Cycling, Tennis, Gymnastics, Football, Badminton, Basketball, Running","Romance, Documentary, Animated, Mystery, Horror, Drama, Fantasy, Comedy, Action","Hip-hop, Jazz, Folk, EDM, Blues, Pop, Rock",,"Cities, Countryside, Cultural Festivals, Wildlife Safaris, Luxury Resorts, Historical Sites","Mexican, Italian, Indian, Seafood, Desserts, BBQ, Chinese",,Action,,Sustainability,29
438,female,Cycling,"Mystery, Documentary, Action, Romance, Drama, Animated","Jazz, Pop","Reading, Photography, Gardening","Mountains, Cultural Festivals, Adventure Sports, Historical Sites","Italian, BBQ, Chinese, Desserts, Indian, Seafood, Vegan, Mexican, Japanese, Mediterranean","Self-help, Non-Fiction, Fantasy, Mystery, Science Fiction, Poetry, Romance, Fiction, Thriller, Biographies","Sports, FPS, Strategy, Adventure, RPG, Puzzle, Simulation","Stargazing, Picnicking, Skiing","DIY Projects, Socializing, Fitness, Minimalism, Sustainability",21
439,female,"Badminton, Swimming, Gymnastics, Running, Cycling, Yoga, Basketball, Cricket, Tennis, Football","Fantasy, Sci-Fi, Mystery, Action, Comedy, Drama, Documentary","Folk, Jazz, Pop, Classical, EDM, Reggae, Hip-hop, Rock, Country, Blues","Dancing, Gaming, Reading",,"Mexican, Desserts, Italian, Chinese, Mediterranean, Seafood, Indian, Vegan, Japanese, BBQ","Romance, Science Fiction, Fantasy","Action, FPS",Fishing,Mindfulness,36
440,female,"Basketball, Cricket, Football, Swimming, Yoga","Drama, Action, Comedy, Horror, Fantasy, Animated, Documentary, Sci-Fi, Romance","Folk, Country, Pop","Reading, Dancing, Knitting, Cooking, Painting, Photography, Gaming, Gardening","Luxury Resorts, Historical Sites, Cities, Road Trips, Countryside, Mountains, Cultural Festivals","Vegan, Mexican, Desserts, Italian, Japanese, Mediterranean",Mystery,"Adventure, RPG, Indie, Puzzle, Sports, FPS, Simulation, Action, Fighting","Surfing, Stargazing, Rock Climbing",,47
441,female,"Cricket, Gymnastics, Swimming, Football, Tennis, Running","Comedy, Animated, Drama, Mystery, Horror, Romance, Documentary","Blues, Pop, Classical, Hip-hop, Rock","Photography, Crafting, Writing, Gardening, Gaming, Knitting, Painting, Reading, Dancing","Wildlife Safaris, Historical Sites","Mexican, BBQ, Mediterranean, Chinese, Vegan, Indian, Italian, Seafood, Desserts, Japanese","Non-Fiction, Fantasy, Science Fiction, Fiction, Poetry, Mystery","Action, Fighting, Adventure, FPS, Simulation","Picnicking, Bird Watching, Fishing, Skiing, Rock Climbing, Boating, Stargazing, Surfing","Fashion, Sustainability",56
442,female,"Basketball, Badminton, Football, Cycling, Swimming, Cricket, Tennis","Horror, Mystery, Animated, Comedy, Sci-Fi, Fantasy, Action, Documentary, Romance","Hip-hop, Country, Folk, Pop, Rock, Classical, EDM","Knitting, Gardening, Gaming, Photography, Crafting, Writing, Painting, Cooking, Dancing","Historical Sites, Cultural Festivals, Countryside, Mountains, Beaches","Chinese, Mexican, BBQ","Poetry, Thriller, Romance, Fiction, Biographies, Fantasy, Non-Fiction, Self-help","Puzzle, FPS, Strategy, Adventure, Indie, Simulation, Fighting","Boating, Picnicking, Bird Watching, Stargazing, Rock Climbing","Fashion, Volunteering",34
443,female,"Tennis, Football, Badminton, Yoga",Mystery,"Hip-hop, Rock, EDM, Pop, Country, Blues, Jazz, Reggae","Knitting, Crafting, Writing, Dancing, Reading, Cooking, Gaming, Painting, Photography, Gardening","Cities, Mountains, Historical Sites, Adventure Sports, Countryside, Wildlife Safaris","Mexican, BBQ","Biographies, Non-Fiction, Fantasy, Fiction, Thriller, Mystery, Romance, Poetry, Science Fiction","Sports, Indie, Simulation, Adventure, RPG","Picnicking, Skiing, Fishing, Surfing, Stargazing, Camping, Rock Climbing","Minimalism, DIY Projects, Tech Gadgets",35
444,female,"Tennis, Basketball","Animated, Comedy, Action, Horror, Romance, Drama, Mystery, Documentary, Fantasy","Rock, Folk, Jazz, Pop, Reggae, Classical, Hip-hop, Blues, Country","Dancing, Reading, Crafting, Painting",Cultural Festivals,Japanese,"Poetry, Science Fiction, Mystery","Fighting, Simulation, Action, Sports, FPS, Indie, RPG, Adventure, Strategy",Picnicking,"Tech Gadgets, Entrepreneurship, Minimalism, Fashion, DIY Projects, Socializing",22
445,female,"Football, Gymnastics, Cricket, Cycling, Basketball, Swimming","Sci-Fi, Animated, Romance","Reggae, Jazz, Pop, Folk, Blues, Classical","Gardening, Photography, Cooking, Dancing, Reading, Crafting, Writing, Gaming, Knitting","Beaches, Countryside, Wildlife Safaris, Adventure Sports",,"Biographies, Self-help, Poetry, Fiction, Non-Fiction, Thriller, Science Fiction, Fantasy, Romance, Mystery",Strategy,"Bird Watching, Fishing, Skiing, Hiking, Camping, Surfing, Rock Climbing","Sustainability, Tech Gadgets, Fitness, DIY Projects, Entrepreneurship",26
446,female,"Basketball, Tennis, Yoga, Cricket, Badminton, Gymnastics, Swimming","Mystery, Romance, Sci-Fi, Comedy, Drama, Horror, Fantasy","Reggae, Country","Crafting, Cooking, Writing","Road Trips, Historical Sites, Cities, Cultural Festivals, Countryside","Japanese, Vegan, Desserts, Mediterranean, Indian, Mexican, Italian, Chinese, Seafood, BBQ","Fiction, Romance, Self-help, Fantasy",,"Boating, Fishing, Rock Climbing, Stargazing, Camping, Surfing, Picnicking","Sustainability, Entrepreneurship, Socializing, Tech Gadgets, Mindfulness, DIY Projects, Fitness, Minimalism",29
447,female,"Badminton, Tennis, Swimming, Football, Cycling, Gymnastics, Basketball","Sci-Fi, Animated, Action","Rock, Blues, Classical, Jazz, Hip-hop, Folk","Writing, Dancing","Cultural Festivals, Mountains, Wildlife Safaris, Countryside, Adventure Sports, Road Trips, Beaches","Seafood, Italian, Chinese, Mexican, Desserts, Indian","Romance, Science Fiction, Fiction, Non-Fiction, Thriller, Poetry, Biographies, Fantasy, Mystery",,"Camping, Surfing","Fitness, Minimalism, DIY Projects, Sustainability, Tech Gadgets, Entrepreneurship, Fashion, Mindfulness",27
448,female,"Football, Yoga, Gymnastics, Badminton, Basketball, Running, Cricket, Tennis, Swimming","Fantasy, Documentary, Sci-Fi, Animated, Romance, Drama, Comedy, Horror, Mystery","Classical, Jazz, Country, Rock, EDM, Pop, Blues, Reggae","Cooking, Photography, Dancing, Knitting, Writing, Gardening, Crafting, Reading, Gaming","Beaches, Cities, Luxury Resorts, Wildlife Safaris","Italian, Indian, Mexican, Desserts, Vegan, BBQ, Mediterranean, Seafood",Fantasy,"Sports, Fighting, Puzzle, Indie, FPS","Bird Watching, Hiking, Picnicking, Rock Climbing","Fashion, Sustainability, Tech Gadgets, Socializing, Volunteering, Entrepreneurship, Fitness, Minimalism",36
449,female,Cycling,"Fantasy, Romance, Comedy, Sci-Fi, Drama",Pop,"Writing, Painting","Luxury Resorts, Cities, Adventure Sports, Road Trips, Beaches, Cultural Festivals, Countryside, Mountains, Wildlife Safaris","Seafood, Mexican, Chinese, Japanese, Italian, Desserts, Mediterranean, Vegan, BBQ, Indian","Science Fiction, Poetry, Mystery, Fiction, Non-Fiction","Sports, Adventure, Simulation, Indie, Puzzle","Boating, Rock Climbing, Stargazing, Picnicking, Skiing","Tech Gadgets, Mindfulness",38
450,female,Cycling,"Fantasy, Sci-Fi, Documentary, Action, Drama, Romance, Mystery, Horror","EDM, Hip-hop, Pop, Rock, Jazz, Folk","Photography, Gardening, Dancing, Cooking, Crafting, Writing, Painting","Mountains, Luxury Resorts, Road Trips, Wildlife Safaris, Cities","Mediterranean, BBQ, Vegan, Seafood, Indian, Italian, Desserts, Mexican","Poetry, Non-Fiction, Romance, Mystery, Biographies, Thriller, Fantasy","Simulation, FPS, Strategy, Adventure, Fighting, RPG, Sports","Stargazing, Boating, Hiking, Camping, Skiing, Surfing, Fishing, Picnicking, Rock Climbing, Bird Watching","Fitness, Socializing, Tech Gadgets, Sustainability, Minimalism, Mindfulness, DIY Projects, Volunteering, Entrepreneurship",28
451,female,"Running, Cricket, Tennis, Basketball, Yoga, Gymnastics, Badminton, Football",Drama,"Classical, Folk, Country, Rock, EDM, Blues",,Cultural Festivals,Indian,"Poetry, Thriller, Mystery, Self-help, Science Fiction, Biographies, Fiction, Romance, Fantasy, Non-Fiction","Sports, Strategy, Fighting, Adventure, Puzzle, Indie, Action, RPG","Hiking, Camping, Boating, Stargazing, Fishing, Surfing, Bird Watching, Picnicking, Rock Climbing, Skiing","Mindfulness, Entrepreneurship, Socializing",29
452,female,,"Drama, Documentary, Animated, Horror, Action, Fantasy, Mystery, Sci-Fi, Romance, Comedy","Blues, Hip-hop, Country, Folk, Jazz","Writing, Dancing, Gardening, Gaming, Crafting, Cooking, Painting, Knitting, Reading, Photography","Historical Sites, Wildlife Safaris, Adventure Sports, Countryside, Road Trips, Cultural Festivals, Beaches, Luxury Resorts, Cities, Mountains","BBQ, Italian, Mexican, Desserts","Romance, Poetry, Non-Fiction, Thriller, Fantasy, Mystery, Self-help, Fiction, Science Fiction, Biographies","Adventure, Puzzle, FPS, Fighting, Action, RPG, Sports, Indie, Simulation, Strategy","Fishing, Skiing, Camping, Picnicking, Boating, Hiking, Rock Climbing, Bird Watching","Tech Gadgets, Mindfulness, Fitness, Minimalism, DIY Projects, Entrepreneurship, Fashion, Sustainability, Volunteering, Socializing",25
453,female,,"Mystery, Sci-Fi, Fantasy, Romance, Action, Drama, Animated, Comedy","Hip-hop, Jazz, Folk, Reggae, Rock, Country, Classical, Pop","Dancing, Writing","Cultural Festivals, Adventure Sports","Mediterranean, Japanese, Indian, Italian","Poetry, Science Fiction, Romance, Self-help","FPS, Simulation, Puzzle",,"Tech Gadgets, DIY Projects, Fitness",33
454,female,"Swimming, Football, Cycling, Basketball, Gymnastics, Badminton, Running","Documentary, Horror, Action, Sci-Fi, Comedy, Animated, Fantasy, Mystery","Classical, Blues, Rock, Country, Hip-hop, Jazz, EDM, Reggae","Knitting, Gardening, Photography, Reading, Cooking","Cities, Road Trips, Cultural Festivals, Adventure Sports","Vegan, Japanese","Thriller, Non-Fiction, Fiction, Self-help, Mystery, Science Fiction, Romance, Poetry","Fighting, Indie, Sports, RPG, Adventure, Simulation, Action, Puzzle","Hiking, Camping, Skiing, Fishing, Boating, Surfing","Volunteering, Socializing, Fitness, DIY Projects, Fashion, Minimalism, Tech Gadgets, Sustainability",37
455,female,,"Documentary, Action, Mystery, Drama, Animated, Horror, Comedy, Fantasy","Jazz, Reggae, Blues, Rock, Hip-hop, Pop, Folk, Country, Classical, EDM","Writing, Knitting, Reading, Gaming, Dancing, Photography","Beaches, Luxury Resorts, Road Trips, Cities, Historical Sites","Seafood, Mexican, Chinese, Indian, Vegan, Japanese, Desserts, Italian, Mediterranean, BBQ","Self-help, Romance, Thriller, Mystery","Simulation, Fighting, Indie, Sports, RPG, FPS, Adventure, Action",Camping,"Tech Gadgets, Entrepreneurship, Mindfulness, Sustainability, Minimalism, Volunteering, DIY Projects, Fitness, Fashion",31
456,female,"Cricket, Swimming, Basketball, Tennis",Mystery,"Country, Folk, EDM, Jazz","Writing, Photography, Knitting, Painting, Dancing, Reading, Gaming, Crafting, Gardening","Historical Sites, Wildlife Safaris, Road Trips, Mountains, Countryside, Cities","Chinese, Vegan, Mexican, Desserts, Japanese, BBQ","Mystery, Thriller","RPG, Adventure, Puzzle, Action, Indie, Sports, Strategy, FPS","Skiing, Picnicking, Camping, Fishing, Bird Watching, Stargazing","DIY Projects, Tech Gadgets",35
457,female,"Tennis, Cycling, Yoga, Gymnastics, Cricket, Football","Comedy, Fantasy","Classical, Reggae, Jazz, EDM, Folk, Rock, Country, Blues, Hip-hop","Photography, Gardening, Reading","Countryside, Luxury Resorts, Road Trips, Historical Sites, Wildlife Safaris, Cities, Beaches, Mountains, Adventure Sports, Cultural Festivals","Seafood, Vegan","Non-Fiction, Fiction, Romance, Poetry, Biographies, Fantasy, Mystery, Science Fiction, Self-help","Fighting, Sports, FPS, Simulation, Strategy","Fishing, Picnicking, Rock Climbing, Skiing, Camping, Boating, Stargazing, Hiking, Bird Watching",,54
458,female,"Basketball, Swimming, Gymnastics, Cricket, Running, Tennis, Football, Badminton, Cycling","Horror, Romance, Comedy, Drama, Fantasy, Animated, Sci-Fi, Action, Mystery","EDM, Reggae, Folk","Dancing, Reading, Photography, Knitting","Historical Sites, Mountains, Road Trips, Luxury Resorts, Countryside, Wildlife Safaris, Adventure Sports","Mediterranean, Japanese, Mexican, Italian, Seafood, Vegan, Desserts, BBQ, Indian",,"Puzzle, Sports, Adventure, Simulation",Picnicking,Socializing,35
459,female,"Badminton, Gymnastics, Running","Horror, Comedy, Fantasy, Sci-Fi, Documentary, Action, Romance, Drama, Animated, Mystery","EDM, Country","Cooking, Gaming, Knitting, Writing, Painting, Photography, Gardening, Crafting","Adventure Sports, Luxury Resorts, Countryside, Historical Sites, Cities, Road Trips, Beaches, Wildlife Safaris, Mountains","Mexican, Indian, Italian",Non-Fiction,"FPS, RPG, Strategy, Simulation, Sports, Fighting, Action, Indie","Boating, Stargazing, Skiing, Camping, Picnicking",Fashion,27
460,female,"Tennis, Running, Badminton, Cycling, Yoga, Swimming, Basketball, Football","Horror, Animated, Drama, Documentary, Action, Fantasy, Mystery, Comedy, Romance, Sci-Fi","Folk, Hip-hop, Jazz, Rock, Reggae, Country, Pop, Blues, Classical","Knitting, Dancing, Writing, Photography, Painting, Gaming, Gardening, Cooking, Crafting","Road Trips, Countryside, Cultural Festivals, Beaches, Cities, Adventure Sports, Luxury Resorts, Historical Sites, Mountains, Wildlife Safaris","BBQ, Chinese, Desserts, Mexican, Vegan, Italian, Seafood, Indian","Fantasy, Fiction, Romance, Biographies","Sports, Strategy, FPS, Indie, Action, RPG, Adventure, Fighting, Puzzle, Simulation","Camping, Hiking, Rock Climbing, Surfing","Tech Gadgets, Mindfulness, Minimalism, Sustainability, Fashion, Entrepreneurship, Volunteering, DIY Projects, Socializing",36
461,female,,"Mystery, Documentary, Comedy, Drama, Fantasy, Romance",,"Dancing, Writing, Gaming, Reading, Crafting, Cooking, Gardening",Cities,"Vegan, Mexican, Desserts, Japanese, Chinese, Mediterranean, Indian","Biographies, Poetry, Fantasy, Self-help, Mystery, Romance, Non-Fiction, Science Fiction, Thriller","Puzzle, FPS","Stargazing, Fishing","Fitness, Tech Gadgets",29
462,female,Swimming,"Documentary, Sci-Fi, Drama, Comedy, Mystery","Folk, Reggae, Rock, EDM, Classical, Jazz, Hip-hop",,,,"Thriller, Poetry, Self-help, Fantasy","Adventure, Fighting, Indie, FPS","Surfing, Picnicking, Fishing, Skiing, Hiking, Boating, Camping, Rock Climbing, Stargazing","Fashion, Entrepreneurship, Minimalism",34
463,female,"Gymnastics, Football, Cricket, Basketball, Badminton, Swimming, Yoga","Action, Mystery, Fantasy, Romance, Comedy","Folk, Country, Hip-hop, Classical, Pop, EDM, Blues, Rock, Reggae, Jazz",Crafting,"Adventure Sports, Road Trips, Cities, Wildlife Safaris, Mountains, Beaches, Historical Sites, Luxury Resorts","Mexican, BBQ, Chinese, Italian, Japanese","Thriller, Romance, Poetry, Non-Fiction, Fantasy","Indie, Puzzle, Strategy, Simulation, Adventure","Bird Watching, Rock Climbing","Socializing, Fitness, Fashion, Mindfulness, DIY Projects, Tech Gadgets, Minimalism, Entrepreneurship, Volunteering",45
464,female,"Basketball, Gymnastics, Tennis, Football, Running, Swimming, Cricket, Cycling","Sci-Fi, Drama, Fantasy, Animated, Romance, Documentary",Jazz,"Photography, Gardening, Reading, Cooking, Painting, Crafting, Gaming, Knitting, Dancing, Writing","Mountains, Road Trips, Cities","BBQ, Mexican, Indian, Vegan, Desserts, Mediterranean, Chinese",,"Strategy, FPS, RPG, Fighting, Simulation, Sports, Puzzle, Action, Indie","Hiking, Bird Watching, Boating, Picnicking, Fishing, Skiing","Sustainability, Mindfulness, Minimalism, Entrepreneurship, Socializing, Fashion",33
465,female,"Cricket, Running, Basketball, Yoga, Gymnastics, Swimming, Badminton",Animated,Pop,"Knitting, Gaming, Reading",Cultural Festivals,"Indian, BBQ, Mexican, Seafood","Fiction, Non-Fiction","Sports, Strategy, Action, FPS, Fighting, Simulation, RPG",,"Volunteering, Minimalism, Tech Gadgets, Sustainability, Fashion",38
466,female,Cricket,"Drama, Horror","Country, EDM, Classical, Jazz, Folk, Blues, Rock, Pop, Reggae, Hip-hop","Gaming, Crafting, Painting, Knitting, Writing","Luxury Resorts, Historical Sites, Wildlife Safaris, Cities, Adventure Sports, Road Trips, Beaches","Mediterranean, BBQ, Mexican, Seafood","Mystery, Self-help, Thriller, Poetry, Fantasy, Fiction","Simulation, Fighting, Indie, Action, Strategy, Sports, RPG, Adventure, Puzzle, FPS","Camping, Rock Climbing, Surfing, Picnicking, Boating, Bird Watching, Fishing, Stargazing, Hiking",Sustainability,44
467,female,"Cricket, Gymnastics, Cycling, Running, Swimming",,,"Dancing, Crafting","Adventure Sports, Mountains, Road Trips","Mediterranean, Chinese, Vegan, Mexican, Seafood, Japanese, Desserts","Poetry, Fantasy","Adventure, Sports, Action, Fighting, Puzzle, Strategy, RPG","Rock Climbing, Skiing, Surfing, Boating","Fitness, Mindfulness, Entrepreneurship, Sustainability, Fashion, Volunteering, Minimalism, DIY Projects, Tech Gadgets",34
468,female,"Cycling, Running, Gymnastics","Action, Drama, Animated, Mystery, Fantasy, Comedy","EDM, Rock, Blues, Jazz, Hip-hop, Folk, Country, Classical, Pop, Reggae","Gardening, Photography, Dancing","Historical Sites, Cities, Beaches","Mediterranean, Vegan, Mexican, Desserts, BBQ, Japanese",,"Puzzle, Fighting, FPS, Action, Adventure, Simulation, RPG","Camping, Fishing","Sustainability, DIY Projects, Mindfulness, Entrepreneurship, Socializing, Tech Gadgets",25
469,female,"Running, Cycling, Badminton, Cricket, Basketball, Tennis, Football","Horror, Mystery, Fantasy, Documentary, Drama","Blues, Classical, Rock, Folk, Reggae, Country, Jazz, Hip-hop, Pop","Painting, Cooking, Knitting, Dancing, Photography, Gardening, Crafting","Beaches, Luxury Resorts, Mountains, Cultural Festivals, Historical Sites, Wildlife Safaris, Adventure Sports, Countryside, Road Trips",,,"Indie, Strategy, Sports, Fighting, Adventure, FPS, Puzzle","Stargazing, Fishing, Surfing, Skiing, Camping","Sustainability, Fashion, Minimalism, Fitness, Tech Gadgets, Mindfulness, DIY Projects, Entrepreneurship",25
